OBA_ID	Sample_ID	Station	Depth	Size fraction	Latitude	Longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
211	TARA_N000000965	TARA_065	DCM	[5-20µm]	-35.2421	26.3048	TARA_065_DCM_5-20	TARA_065	ERS490115	ERR562717|ERR599205	SAMEA2620920	SEQ-(500mL-or-15min)_W5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[EAFR] Eastern Africa Coastal Province (MRGID:21473)	TARA_N000000965	2010-07-12T11:03	-4291	21.72823	35.451512	24.64465	91.3689	0.11241	30	0.043008	207.48285		0.000760815	0.009926958	0.065700063	0.482149295		621.475	80.357940673828	0.0001647107565077											66	27		13	63		0.134533	0.817359													-35.2421	26.3048	0	winter	early	4.780821	0.143321	0
212	TARA_N000000961	TARA_065	DCM	[0.8-5µm]	-35.2421	26.3048	TARA_065_DCM_0.8-5	TARA_065	ERS490105	ERR562488|ERR599323	SAMEA2620910	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[EAFR] Eastern Africa Coastal Province (MRGID:21473)	TARA_N000000961	2010-07-12T11:03	-4291	21.72823	35.451512	24.64465	91.3689	0.11241	30	0.043008	207.48285		0.000760815	0.009926958	0.065700063	0.482149295		621.475	80.357940673828	0.0001647107565077											66	27		13	63		0.134533	0.817359													-35.2421	26.3048	0	winter	early	4.780821	0.143321	0
213	TARA_N000000987	TARA_065	MES	[>0.8µm]	-35.1889	26.2905	TARA_065_MES_0.8->	TARA_065	ERS490071	ERR599268|ERR1879854	SAMEA2620888	SEQ-(100L-or-15min)_W>0.8	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.8	>0.80	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[EAFR] Eastern Africa Coastal Province (MRGID:21473)	TARA_N000000987	2010-07-12T06:46	-4316	8.33035	34.630583	26.947583	85.2841	-0.0018	850	0	199.726		0.000760815	0.009926958	0.065700063	0.482149295		621.475	79.920883178711	0.00016431616677437											78	20	88	679	1186		0.134533	0.817359	6265.395611	6.791873452	19527.4	0.729378736									-35.1889	26.2905	0	winter	early	4.780821	0.143321	0
214	TARA_N000000324	TARA_034	SRF	[180-2000µm]	18.4	39.86	TARA_034_SRF_180-2000	TARA_034	ERS488682	ERR562642	SAMEA2657058	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_N000000324	2010-01-20T08:01	-1400	27.635025	38.64	25.2559	74.2982	0.066	5	2.864579	183.84625	0	0.001387755	0.015265826	0.004066339	0.004693778	1.36093	421.174			0.0037	0.0332		0.0311	0.0108		0.011	0.144	0.029	2.6405	63	22	81	13	244	150	0.261065	0.549026					0.0393	0.0054	0.0332	0.0076	0.1074	0.003	0.097	0	18.4	39.86	0	winter	early	0.007657	0	9.972222
215	TARA_N000000326	TARA_034	SRF	[5-20µm]	18.3967	39.875	TARA_034_SRF_5-20	TARA_034	ERS488668	ERR562661	SAMEA2619898	SEQ-(500mL-or-15min)_W5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_N000000326	2010-01-20T04:27	-1419	27.635025	38.64	25.2559	73.7963	0.066	5	2.864579	183.84625	0	0.001387755	0.015265826	0.004066339	0.004693778	1.36093	421.174			0.0037	0.0332		0.0311	0.0108		0.011	0.144	0.029	2.6405	64	60	75	28	201	147	0.261065	0.549026					0.0393	0.0054	0.0332	0.0076	0.1074	0.003	0.097	0	18.3967	39.875	0	winter	early	0.007657	0	9.972222
216	TARA_N000000325	TARA_034	SRF	[20-180µm]	18.3967	39.8767	TARA_034_SRF_20-180	TARA_034	ERS488678	ERR562482|ERR1726777	SAMEA2656985	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_N000000325	2010-01-20T04:45	-1419	27.635025	38.64	25.2559	73.7963	0.066	5	2.864579	183.84625	0	0.001387755	0.015265826	0.004066339	0.004693778	1.36093	421.174			0.0037	0.0332		0.0311	0.0108		0.011	0.144	0.029	2.6405	64	60	75	28	201	147	0.261065	0.549026					0.0393	0.0054	0.0332	0.0076	0.1074	0.003	0.097	0	18.3967	39.8767	0	winter	early	0.007657	0	9.972222
217	TARA_N000000320	TARA_034	DCM	[180-2000µm]	18.4917	39.8583	TARA_034_DCM_180-2000	TARA_034	ERS488705	ERR1726578|ERR562596|ERR562711	SAMEA2657099	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_N000000320	2010-01-20T14:15	-1400	27.558763	38.895025	25.47435	74.2982	0.0717	60	0.024562	175.509	0	0.001387755	0.015265826	0.004066339	0.004693778	1.36093	421.174			0.0052	0.0312		0.0471	0		0.269	0.0885	0.635	1.3525	63	22	81	13	244	150	0.261065	0.549026					0.0528	0.0064	0.0312	0.012	0.1249	0	0.0377	0	18.4917	39.8583	0	winter	early	0.007657	0	9.972222
218	TARA_N000000322	TARA_034	DCM	[5-20µm]	18.4417	39.8567	TARA_034_DCM_5-20	TARA_034	ERS488696	ERR562687|ERR1726910	SAMEA2619918	SEQ-(500mL-or-15min)_W5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_N000000322	2010-01-20T11:50	-1400	27.558763	38.895025	25.47435	74.2982	0.0717	60	0.011577	175.509	0	0.001387755	0.015265826	0.004066339	0.004693778	1.36093	421.174			0.0052	0.0312		0.0471	0		0.269	0.0885	0.635	1.3525	63	22	81	13	244	150	0.261065	0.549026					0.0528	0.0064	0.0312	0.012	0.1249	0	0.0377	0	18.4417	39.8567	0	winter	early	0.007657	0	9.972222
219	TARA_N000000323	TARA_034	DCM	[0.8-5µm]	18.4417	39.8567	TARA_034_DCM_0.8-5	TARA_034	ERS488694	ERR562555|ERR868439	SAMEA2619916	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_N000000323	2010-01-20T11:50	-1400	27.558763	38.895025	25.47435	74.2982	0.0717	60	0.011577	175.509	0	0.001387755	0.015265826	0.004066339	0.004693778	1.36093	421.174			0.0052	0.0312		0.0471	0		0.269	0.0885	0.635	1.3525	63	22	81	13	244	150	0.261065	0.549026					0.0528	0.0064	0.0312	0.012	0.1249	0	0.0377	0	18.4417	39.8567	0	winter	early	0.007657	0	9.972222
220	TARA_N000000321	TARA_034	DCM	[20-180µm]	18.4183	39.865	TARA_034_DCM_20-180	TARA_034	ERS488684	ERR1726960|ERR562462	SAMEA2657039	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)	TARA_N000000321	2010-01-20T10:40	-1400	27.558763	38.895025	25.47435	74.2982	0.0717	60	0.011577	175.509	0	0.001387755	0.015265826	0.004066339	0.004693778	1.36093	421.174			0.0052	0.0312		0.0471	0		0.269	0.0885	0.635	1.3525	63	22	81	13	244	150	0.261065	0.549026					0.0528	0.0064	0.0312	0.012	0.1249	0	0.0377	0	18.4183	39.865	0	winter	early	0.007657	0	9.972222
221	TARA_A200000123	TARA_007	SRF	[0.8-5µm]	37.051	1.9378	TARA_007_SRF_0.8-5	TARA_007	ERS477934	ERR315812|ERR315825|ERR315800|ERR562530|ERR315820|ERR315821|ERR315824|ERR315822|ERR550396|ERR315815|ERR315802|ERR315805|ERR315814|ERR315801|ERR315817|ERR550403|ERR315798	SAMEA2591060	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_A200000123	2009-09-23T12:50	-2784	23.8141	37.522	25.61115	48.0551	0.065832	9	1.794369			0.001387777	0.01524472	0.033489773	0.006918471		356.9545			0.00065	0.00695		0.0067	0		0.0445	0.0475	0.14325	0.7935	18	43	45				0.635715	0.5693	3872.353048	6.525141459	15495.1	0.746406446	0.0045	0.002	0.00695	0	0.02065	0	0.0507	0	37.051	1.9378	0	autumn	early	-1.3813	0	0
222	TARA_N000001398	TARA_082	SRF	[180-2000µm]	-47.1899	-58.2724	TARA_082_SRF_180-2000	TARA_082	ERS490905	ERR1711892|ERR562440|ERR599234|ERR1712123	SAMEA2656994	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001398	2010-12-06T11:34	-2858	7.579417	34.05025	26.589567	835.6982	0.2258	5		303.147667	18.434187	0.000290781	0.125833504	0.274188709	6.387227853		750.169	110.2693977356	0.0011744818184525							0.146	1.302	18.005	1.945	55	44	64	74	952	59	0.476837	0.724874	3890.121166	6.358772575	12924	0.761434925									-47.1899	-58.2724	0	spring	late	0.056052	0.202122	0
223	TARA_N000001390	TARA_082	SRF	[5-20µm]	-47.2002	-58.2034	TARA_082_SRF_5-20	TARA_082	ERS490915	ERR599232|ERR1712194|ERR562719|ERR1712085	SAMEA2657104	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001390	2010-12-06T13:23	-2858	7.579417	34.05025	26.589567	835.6982	0.2258	5		303.147667	18.434187	0.000290781	0.125833504	0.274188709	6.387227853		750.169	118.03620529175	0.0013123556855135							0.146	1.302	18.005	1.945	55	44	64	74	952	59	0.476837	0.724874	3890.121166	6.358772575	12924	0.761434925									-47.2002	-58.2034	0	spring	late	0.056052	0.202122	0
224	TARA_N000001382	TARA_082	SRF	[>0.8µm]	-47.1863	-58.2902	TARA_082_SRF_0.8->	TARA_082	ERS490894	ERR1712153|ERR1712086|ERR599293|ERR562538	SAMEA2621410	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001382	2010-12-06T10:33	-2858	7.579417	34.05025	26.589567	835.6982	0.2258	5		303.147667	18.434187	0.000290781	0.125833504	0.274188709	6.387227853		750.169	130.0122756958	0.0014030995080247							0.146	1.302	18.005	1.945	55	44	64	74	952	59	0.476837	0.724874	3890.121166	6.358772575	12924	0.761434925									-47.1863	-58.2902	0	spring	late	0.056052	0.202122	0
225	TARA_N000001386	TARA_082	SRF	[0.8-5µm]	-47.1863	-58.2902	TARA_082_SRF_0.8-5	TARA_082	ERS490896	ERR1719149|ERR599298|ERR1719424|ERR562385	SAMEA2621412	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001386	2010-12-06T10:33	-2858	7.579417	34.05025	26.589567	835.6982	0.2258	5		303.147667	18.434187	0.000290781	0.125833504	0.274188709	6.387227853		750.169	130.0122756958	0.0014030995080247							0.146	1.302	18.005	1.945	55	44	64	74	952	59	0.476837	0.724874	3890.121166	6.358772575	12924	0.761434925									-47.1863	-58.2902	0	spring	late	0.056052	0.202122	0
226	TARA_N000001394	TARA_082	SRF	[20-180µm]	-47.1966	-58.2349	TARA_082_SRF_20-180	TARA_082	ERS490911	ERR562376|ERR1712129|ERR1712204|ERR599306	SAMEA2657078	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001394	2010-12-06T12:32	-2858	7.579417	34.05025	26.589567	835.6982	0.2258	5		303.147667	18.434187	0.000290781	0.125833504	0.274188709	6.387227853		750.169	113.8879737854	0.001245521416422							0.146	1.302	18.005	1.945	55	44	64	74	952	59	0.476837	0.724874	3890.121166	6.358772575	12924	0.761434925									-47.1966	-58.2349	0	spring	late	0.056052	0.202122	0
227	TARA_N000001400	TARA_082	DCM	[180-2000µm]	-47.2116	-58.0266	TARA_082_DCM_180-2000	TARA_082	ERS490922	ERR1712128|ERR599279|ERR1712106|ERR562650	SAMEA2657035	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001400	2010-12-06T17:20	-3510	7.220867	34.05045	26.640667	455.529	0.5275	30		306.433	18.015193	0.000290781	0.125833504	0.274188709	6.387227853		776.804	114.17143249512	0.0013301138533279							0.102	1.296	17.98	2.244	18	42	62	24	129	66	0.476837	0.724874													-47.2116	-58.0266	0	spring	late	0.056052	0.202122	0
228	TARA_N000001384	TARA_082	DCM	[>0.8µm]	-47.2007	-57.9446	TARA_082_DCM_0.8->	TARA_082	ERS490941	ERR1711935|ERR1712021|ERR599319|ERR562432	SAMEA2621436	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001384	2010-12-06T18:58	-3510	7.154875	34.05055	26.649733	455.529	0.57815	40		306.1555	18.047311	0.000290781	0.125833504	0.274188709	6.387227853		776.804	107.0161819458	0.0012901481823064							0.1185	1.356	18.525	2.661	18	42	62	24	129	66	0.476837	0.724874													-47.2007	-57.9446	0	spring	late	0.056052	0.202122	0
229	TARA_N000001388	TARA_082	DCM	[0.8-5µm]	-47.2007	-57.9446	TARA_082_DCM_0.8-5	TARA_082	ERS490943	ERR562634	SAMEA2621438	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001388	2010-12-06T18:58	-3510	7.154875	34.05055	26.649733	455.529	0.57815	40		306.1555	18.047311	0.000290781	0.125833504	0.274188709	6.387227853		776.804	107.0161819458	0.0012901481823064							0.1185	1.356	18.525	2.661	18	42	62	24	129	66	0.476837	0.724874													-47.2007	-57.9446	0	spring	late	0.056052	0.202122	0
230	TARA_N000001396	TARA_082	DCM	[20-180µm]	-47.2007	-57.9446	TARA_082_DCM_20-180	TARA_082	ERS490945	ERR599209|ERR1712008|ERR1711956|ERR562381	SAMEA2621440	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001396	2010-12-06T18:58	-3510	7.154875	34.05055	26.649733	455.529	0.57815	40		306.1555	18.047311	0.000290781	0.125833504	0.274188709	6.387227853		776.804	107.0161819458	0.0012901481823064							0.1185	1.356	18.525	2.661	18	42	62	24	129	66	0.476837	0.724874													-47.2007	-57.9446	0	spring	late	0.056052	0.202122	0
231	TARA_N000001362	TARA_084	SRF	[180-2000µm]	-60.2584	-60.6226	TARA_084_SRF_180-2000	TARA_084	ERS491021	ERR562490|ERR1719196|ERR599291|ERR1719483	SAMEA2657049	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_N000001362	2011-01-03T12:17	-3983	1.9034	33.7198	26.9578	15.0017	0.0219	5	26.102057	338.526	24.903191	8.826E-6	0.096893812	0.217055053	19.89227422		132.631	53.033826828003	0.00030074041569606							0.266	1.723	25.3	16.55	254	63	69	60	553	75	8.1E-5	0.485616	2876.10206	6.156097984	12175	0.765784249									-60.2584	-60.6226	0	spring	late	-0.48219	0.082884	1.972222
232	TARA_A200000139	TARA_007	SRF	[20-180µm]	37.0299	1.9575	TARA_007_SRF_20-180	TARA_007	ERS477943	ERR538183|ERR315827|ERR550381|ERR562558|ERR550393	SAMEA2611380	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_A200000139	2009-09-23T14:39	-2784	23.8141	37.522	25.61115	48.0551	0.065832	9	3.474209			0.001387777	0.01524472	0.033489773	0.006918471		356.9545			0.00065	0.00695		0.0067	0		0.0445	0.0475	0.14325	0.7935	18	43	45				0.635715	0.5693	3872.353048	6.525141459	15495.1	0.746406446	0.0045	0.002	0.00695	0	0.02065	0	0.0507	0	37.0299	1.9575	0	autumn	early	-1.3813	0	0
233	TARA_N000001440	TARA_084	SRF	[5-20µm]	-60.4016	-60.4488	TARA_084_SRF_5-20	TARA_084	ERS491032	ERR562503|ERR599224|ERR1712238|ERR1712161	SAMEA2657096	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_N000001440	2011-01-03T18:17	-3890	1.9034	33.7198	26.9578	223.0595	0.0219	5	23.871945	338.526	24.903191	8.826E-6	0.096893812	0.217055053	19.89227422		132.631	53.590906143188	0.00035941212263424							0.266	1.723	25.3	16.55	425	72	95	69	462	105	8.1E-5	0.485616	2876.10206	6.156097984	12175	0.765784249									-60.4016	-60.4488	0	summer	early	-0.48219	0.082884	1.972222
234	TARA_N000001006	TARA_084	SRF	[>0.8µm]	-60.2287	-60.6476	TARA_084_SRF_0.8->	TARA_084	ERS491010	ERR1719162|ERR1740325|ERR599270|ERR562426|ERR1719157	SAMEA2621496	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_N000001006	2011-01-03T11:05	-3983	1.9034	33.7198	26.9578	15.0017	0.0219	5	28.65183	338.526	24.903191	8.826E-6	0.096893812	0.217055053	19.89227422		132.631	52.046224594116	0.0002879589155782							0.266	1.723	25.3	16.55	254	63	69	60	553	75	8.1E-5	0.485616	2876.10206	6.156097984	12175	0.765784249									-60.2287	-60.6476	0	spring	late	-0.48219	0.082884	1.972222
235	TARA_N000001438	TARA_084	SRF	[0.8-5µm]	-60.2287	-60.6476	TARA_084_SRF_0.8-5	TARA_084	ERS491012	ERR599254|ERR1712028|ERR562657|ERR1711865	SAMEA2621498	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_N000001438	2011-01-03T11:05	-3983	1.9034	33.7198	26.9578	15.0017	0.0219	5	28.65183	338.526	24.903191	8.826E-6	0.096893812	0.217055053	19.89227422		132.631	52.046224594116	0.0002879589155782							0.266	1.723	25.3	16.55	254	63	69	60	553	75	8.1E-5	0.485616	2876.10206	6.156097984	12175	0.765784249									-60.2287	-60.6476	0	spring	late	-0.48219	0.082884	1.972222
236	TARA_N000001442	TARA_084	SRF	[20-180µm]	-60.3046	-60.5715	TARA_084_SRF_20-180	TARA_084	ERS491028	ERR1719148|ERR599283|ERR1719491|ERR562473	SAMEA2657033	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_N000001442	2011-01-03T13:58	-3983	1.9034	33.7198	26.9578	15.0017	0.0219	5	26.102057	338.526	24.903191	8.826E-6	0.096893812	0.217055053	19.89227422		132.631	53.238422393799	0.00030677988252137							0.266	1.723	25.3	16.55	254	63	69	60	553	75	8.1E-5	0.485616	2876.10206	6.156097984	12175	0.765784249									-60.3046	-60.5715	0	spring	late	-0.48219	0.082884	1.972222
237	TARA_N000000879	TARA_076	SRF	[180-2000µm]	-20.9406	-35.196	TARA_076_SRF_180-2000	TARA_076	ERS490564	ERR562682|ERR1719268|ERR1719357|ERR1726678|ERR599336	SAMEA2657091	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_N000000879	2010-10-16T10:16	-3847	23.374825	37.076575	25.40018	332.8446	-0.00072	5	31.396196	206.23185	0.185971	0.000776878	0.011959192	0.013930039	0.013453111		191.757	24.673027038574	9.2574930022238E-5	0	0.0019	10.872174	0.0016	0	8.084707	0.001404	0.055883	0	0.814172	50	136	152	77	582	849	0.337256	0.578854					0.0011	0.0006	0.0019	0	0.0042	0	0.0223	0	-20.9406	-35.196	0	spring	early	0.084131	0.027592	0
238	TARA_N000000863	TARA_076	SRF	[5-20µm]	-20.9724	-35.2724	TARA_076_SRF_5-20	TARA_076	ERS490582	ERR562468|ERR1726626|ERR599332	SAMEA2657095	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_N000000863	2010-10-16T12:45	-3932	23.374825	37.076575	25.40018	30.8868	-0.00072	5	30.710426	206.23185	0.185971	0.000776878	0.011959192	0.013930039	0.013453111		191.757	25.314907073975	6.3824187236605E-5	0	0.0019	10.872174	0.0016	0	8.084707	0.001404	0.055883	0	0.814172	31	136	165	80	175	329	0.337256	0.578854					0.0011	0.0006	0.0019	0	0.0042	0	0.0223	0	-20.9724	-35.2724	0	spring	early	0.084131	0.027592	0
239	TARA_N000000852	TARA_076	SRF	[>0.8µm]	-20.9354	-35.1803	TARA_076_SRF_0.8->	TARA_076	ERS490552	ERR599253|ERR1007416|ERR1712046|ERR1712031|ERR1740326|ERR562512	SAMEA2621208	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_N000000852	2010-10-16T09:55	-3847	23.374825	37.076575	25.40018	332.8446	-0.00072	5	31.396196	206.23185	0.185971	0.000776878	0.011959192	0.013930039	0.013453111		191.757	24.611780166626	9.3079768703319E-5	0	0.0019	10.872174	0.0016	0	8.084707	0.001404	0.055883	0	0.814172	50	136	152	77	582	849	0.337256	0.578854					0.0011	0.0006	0.0019	0	0.0042	0	0.0223	0	-20.9354	-35.1803	0	spring	early	0.084131	0.027592	0
240	TARA_N000000855	TARA_076	SRF	[0.8-5µm]	-20.9354	-35.1803	TARA_076_SRF_0.8-5	TARA_076	ERS490553	ERR562386|ERR1726699|ERR599309	SAMEA2621209	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_N000000855	2010-10-16T09:55	-3847	23.374825	37.076575	25.40018	332.8446	-0.00072	5	31.396196	206.23185	0.185971	0.000776878	0.011959192	0.013930039	0.013453111		191.757	24.611780166626	9.3079768703319E-5	0	0.0019	10.872174	0.0016	0	8.084707	0.001404	0.055883	0	0.814172	50	136	152	77	582	849	0.337256	0.578854					0.0011	0.0006	0.0019	0	0.0042	0	0.0223	0	-20.9354	-35.1803	0	spring	early	0.084131	0.027592	0
241	TARA_N000000871	TARA_076	SRF	[20-180µm]	-20.9514	-35.2273	TARA_076_SRF_20-180	TARA_076	ERS490572	ERR1712079|ERR562408|ERR1712073|ERR1726937|ERR1726731|ERR599326	SAMEA2657030	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_N000000871	2010-10-16T11:18	-3847	23.374825	37.076575	25.40018	332.8446	-0.00072	5	35.229155	206.23185	0.185971	0.000776878	0.011959192	0.013930039	0.013453111		191.757	24.673027038574	9.2574930022238E-5	0	0.0019	10.872174	0.0016	0	8.084707	0.001404	0.055883	0	0.814172	50	136	152	77	582	849	0.337256	0.578854					0.0011	0.0006	0.0019	0	0.0042	0	0.0223	0	-20.9514	-35.2273	0	spring	early	0.084131	0.027592	0
